time,distance
0.0,0.0
0.01,1.3322676295501878e-15
0.02,4.242156220644677e-15
0.03,4.636427468134552e-15
0.04,5.857939004215904e-15
0.05,9.035878689445466e-15
0.060000000000000005,8.926082647349967e-15
0.07,7.604825120541262e-15
0.08,8.212649231301463e-15
0.08999999999999998,1.0492635516632962e-14
0.1,9.969778034532539e-15
0.11,1.0060850605250586e-14
0.11999999999999998,1.0490285805369229e-14
0.12999999999999998,1.078003117344149e-14
0.14,1.0407711710465475e-14
0.15,1.2161883888976236e-14
0.16,1.1582558339768824e-14
0.17,1.3631802778287419e-14
0.18000000000000002,1.6788980379903444e-14
0.19000000000000003,1.7646609938908788e-14
0.20000000000000004,1.8658354113783665e-14
0.21000000000000005,1.7355026775395583e-14
0.22000000000000008,1.9990181397401547e-14
0.2300000000000001,1.9352305153486892e-14
0.24000000000000007,1.805538061306333e-14
0.25000000000000006,1.7636828390897275e-14
0.26000000000000006,1.936249325903784e-14
0.2700000000000001,1.6558335314000556e-14
0.2800000000000001,1.6195562694330397e-14
0.2900000000000001,1.6504651808933463e-14
0.3000000000000001,1.7177988309439344e-14
0.31000000000000005,1.526142792357595e-14
0.32000000000000006,1.6116217082306198e-14
0.3300000000000001,1.669474224346991e-14
0.34000000000000014,1.784802213942934e-14
0.35000000000000014,1.889989626017533e-14
0.3600000000000001,1.8879015274642064e-14
0.37000000000000016,1.889859187449724e-14
0.38000000000000017,1.9066120892492984e-14
0.3900000000000002,2.1027518573915874e-14
0.40000000000000013,2.2929801423688875e-14
0.41000000000000014,2.2977057270659404e-14
0.42000000000000015,2.5027096490513705e-14
0.43000000000000016,2.4148818277187665e-14
0.44000000000000017,2.463794769390439e-14
0.4500000000000002,2.455476024362149e-14
0.4600000000000002,2.4917520667504473e-14
0.47000000000000025,2.3583813135016772e-14
0.48000000000000026,2.4243569831941625e-14
0.4900000000000002,2.3262815413909257e-14
0.5000000000000001,2.3079825091418873e-14
0.5100000000000001,2.2133292166829775e-14
0.5200000000000001,2.30969086060388e-14
0.5300000000000002,2.6160774818147188e-14
0.5400000000000003,2.7854873973713137e-14
0.5500000000000003,3.041362712959789e-14
0.5600000000000003,2.996532872117068e-14
0.5700000000000003,3.027714774666517e-14
0.5800000000000003,3.116307234746988e-14
0.5900000000000003,3.154284097398332e-14
0.6000000000000003,3.1143289533529275e-14
0.6100000000000003,3.1299823683576686e-14
0.6200000000000003,3.107851181735735e-14
0.6300000000000003,3.0700025513227244e-14
0.6400000000000003,3.306004815761332e-14
0.6500000000000004,3.191654661258338e-14
0.6600000000000004,3.3200123881872834e-14
0.6700000000000004,3.071307137636464e-14
0.6800000000000004,2.957530781700121e-14
0.6900000000000004,2.958864128978541e-14
0.7000000000000004,2.9065163819084094e-14
0.7100000000000004,2.5260684683165062e-14
0.7200000000000004,2.516168079136285e-14
0.7300000000000003,2.700581849950987e-14
0.7400000000000003,2.5666089683980324e-14
0.7500000000000003,2.279609881787543e-14
0.7600000000000003,2.4326048024300116e-14
0.7700000000000004,2.3119311561848286e-14
0.7800000000000004,2.3664423953382213e-14
0.7900000000000004,2.3654004375150664e-14
0.8000000000000005,2.3566298038241738e-14
0.8100000000000005,2.283526624111777e-14
0.8200000000000005,2.099466672258077e-14
0.8300000000000005,1.985810088978796e-14
0.8400000000000005,1.9616732916776046e-14
0.8500000000000005,1.8436723366388822e-14
0.8600000000000004,1.7835586898960545e-14
0.8700000000000004,1.7430501486614958e-14
0.8800000000000004,1.75639949256424e-14
0.8900000000000005,2.0137621733714642e-14
0.9000000000000007,1.9355171100211747e-14
0.9100000000000005,1.832044608507564e-14
0.9200000000000006,2.0186529205220717e-14
0.9300000000000006,2.2646644827842696e-14
0.9400000000000006,2.4541705342869767e-14
0.9500000000000006,2.2995289203029376e-14
0.9600000000000006,2.4326871394065428e-14
0.9700000000000006,2.376629407564184e-14
0.9800000000000006,2.484618606832884e-14
0.9900000000000007,2.5395001791097028e-14
1.0000000000000009,2.644102829415153e-14
1.010000000000001,2.975071456529887e-14
1.020000000000001,2.806521055413273e-14
1.0300000000000007,2.8300018268998205e-14
1.0400000000000007,3.155924898739043e-14
1.0500000000000007,3.39340262270924e-14
1.0600000000000007,3.624742157777287e-14
1.0700000000000007,3.9618359579216946e-14
1.0800000000000007,4.240427044284323e-14
1.0900000000000007,4.3959364427885725e-14
1.1000000000000008,4.704157399484489e-14
1.1100000000000008,5.1242543351301175e-14
1.1200000000000008,5.1268778195743286e-14
1.1300000000000008,5.2830869917470945e-14
1.1400000000000008,5.3558452111329247e-14
1.1500000000000008,5.4583045475477814e-14
1.1600000000000008,5.619593879716492e-14
1.1700000000000008,5.865742813420325e-14
1.1800000000000008,5.841967814888215e-14
1.1900000000000008,6.100377658339564e-14
1.2000000000000008,6.224233472076728e-14
1.2100000000000009,6.371148494491169e-14
1.2200000000000009,6.432317970737462e-14
1.2300000000000009,6.755889554808424e-14
1.2400000000000009,6.95697146649817e-14
1.2500000000000009,7.285328539504433e-14
1.260000000000001,7.207296023912561e-14
1.270000000000001,7.483821580761147e-14
1.2800000000000007,7.702249779774467e-14
1.2900000000000007,7.863323694912076e-14
1.3000000000000007,8.037930357696754e-14
1.3100000000000007,8.120695297478875e-14
1.320000000000001,8.340399577609858e-14
1.330000000000001,8.460168971901938e-14
1.340000000000001,8.67839143041599e-14
1.350000000000001,8.840197670413146e-14
1.360000000000001,9.011577539466956e-14
1.370000000000001,9.250055826207062e-14
1.380000000000001,9.402896972592227e-14
1.390000000000001,9.557749336593282e-14
1.400000000000001,9.777166578668829e-14
1.410000000000001,9.93419792595592e-14
1.420000000000001,9.956873591432368e-14
1.430000000000001,1.0136086744319219e-13
1.4400000000000013,1.0345516913468916e-13
1.4500000000000013,1.0508079687773805e-13
1.4600000000000013,1.0642489657061567e-13
1.4700000000000013,1.0729879067933644e-13
1.480000000000001,1.0771418623260936e-13
1.490000000000001,1.0768476245733313e-13
1.500000000000001,1.0968048641508507e-13
1.5100000000000011,1.102731158684594e-13
1.5200000000000011,1.1103752556890371e-13
1.5300000000000011,1.1042573897282294e-13
1.5400000000000011,1.1167432674725955e-13
1.5500000000000012,1.1228746858056981e-13
1.5600000000000012,1.1399955591726356e-13
1.5700000000000012,1.1309787467240127e-13
1.5800000000000012,1.1420618034589668e-13
1.5900000000000012,1.1532867367005414e-13
1.6000000000000012,1.1520519500241218e-13
1.6100000000000012,1.1773401229588762e-13
1.6200000000000012,1.1685631192405375e-13
1.6300000000000012,1.1769622159257652e-13
1.6400000000000012,1.1746006212593912e-13
1.6500000000000012,1.1925868393583064e-13
1.6600000000000013,1.215057348164944e-13
1.6700000000000013,1.2395507770349856e-13
1.6800000000000013,1.2405634065091724e-13
1.6900000000000013,1.2409165243322833e-13
1.7000000000000013,1.2661015455623705e-13
1.7100000000000013,1.2610713103325285e-13
1.7200000000000013,1.269815134945195e-13
1.730000000000001,1.260245571392583e-13
1.740000000000001,1.2506373022299684e-13
1.750000000000001,1.2699955926026478e-13
1.7600000000000011,1.2770698558386706e-13
1.7700000000000014,1.2881865524724269e-13
1.7800000000000014,1.290356398799438e-13
1.7900000000000014,1.29404163034754e-13
1.8000000000000014,1.2866862041781862e-13
1.8100000000000012,1.2808117054886844e-13
1.8200000000000012,1.272167011580883e-13
1.8300000000000012,1.2753002063530736e-13
1.8400000000000012,1.2712962946784379e-13
1.8500000000000012,1.2833894843380178e-13
1.8600000000000012,1.2635467189441889e-13
1.8700000000000012,1.2745935446862775e-13
1.8800000000000012,1.2983991862541227e-13
1.8900000000000012,1.2976271561179217e-13
1.9000000000000012,1.3098796301751448e-13
1.9100000000000013,1.3152129839985982e-13
1.9200000000000013,1.3151086303962966e-13
1.9300000000000013,1.3268284900940712e-13
1.9400000000000013,1.3248316305196804e-13
1.9500000000000013,1.3332059886837736e-13
1.9600000000000013,1.3549275365691733e-13
1.9700000000000013,1.3588048428443203e-13
1.980000000000001,1.3490616943445867e-13
1.990000000000001,1.3652807749367363e-13
2.0000000000000013,1.3682565303573997e-13
2.0100000000000007,1.3589039400067159e-13
2.020000000000001,1.3517444698416425e-13
2.0300000000000007,1.3520596500263055e-13
2.0400000000000005,1.337217668319788e-13
2.0500000000000003,1.3495765553638173e-13
2.06,1.322200703747735e-13
2.07,1.3330759967438696e-13
2.08,1.3225374872084668e-13
2.0899999999999994,1.3304675703057857e-13
2.099999999999999,1.3412314659552517e-13
2.109999999999999,1.3548814868974654e-13
2.1199999999999988,1.3446251843949933e-13
2.1299999999999986,1.3467281011095899e-13
2.1399999999999983,1.338348651732885e-13
2.149999999999998,1.3458268772860465e-13
2.1599999999999975,1.3353079712613057e-13
2.1699999999999977,1.3352595087179576e-13
2.179999999999997,1.3251271363631484e-13
2.1899999999999973,1.3302012724652386e-13
2.1999999999999966,1.3276950311776011e-13
2.209999999999997,1.3526529066107174e-13
2.2199999999999966,1.3818497647525256e-13
2.2299999999999964,1.3922950358601028e-13
2.239999999999996,1.39880636085582e-13
2.249999999999996,1.391576348540481e-13
2.259999999999996,1.4150741921187356e-13
2.269999999999996,1.4122989302494965e-13
2.279999999999996,1.409981301660539e-13
2.289999999999995,1.4241911360837174e-13
2.299999999999995,1.4238878646290834e-13
2.3099999999999947,1.4382135035427883e-13
2.3199999999999945,1.4310550846188678e-13
2.3299999999999943,1.4468788561267033e-13
2.339999999999994,1.4430102408000245e-13
2.3499999999999934,1.450407088093181e-13
2.3599999999999937,1.4540099961660422e-13
2.369999999999993,1.4822026242887468e-13
2.379999999999993,1.4840642323649592e-13
2.389999999999993,1.5034969606300403e-13
2.399999999999993,1.4892809081344941e-13
2.4099999999999926,1.5099127268867905e-13
2.4199999999999924,1.516326089347628e-13
2.429999999999992,1.5203427349525063e-13
2.439999999999992,1.5293317126901152e-13
2.449999999999992,1.5727576120599744e-13
2.4599999999999915,1.5847056288762406e-13
2.4699999999999918,1.606531294884982e-13
2.479999999999991,1.6088158540762536e-13
2.489999999999991,1.6308493192213437e-13
2.4999999999999907,1.6487960414482814e-13
2.5099999999999905,1.6660413214654762e-13
2.5199999999999902,1.6896328791503971e-13
2.52999999999999,1.714688334443973e-13
2.53999999999999,1.7203904365102277e-13
2.5499999999999896,1.737926133146489e-13
2.5599999999999894,1.7581626038339538e-13
2.5699999999999887,1.7683679071761532e-13
2.579999999999989,1.8046865651646544e-13
2.5899999999999888,1.841244219702818e-13
2.5999999999999885,1.8794342028109418e-13
2.6099999999999883,1.8957200377026857e-13
2.619999999999988,1.9106844713570805e-13
2.629999999999988,1.930251084599657e-13
2.639999999999988,1.9497075525427678e-13
2.6499999999999875,1.9816427493631131e-13
2.6599999999999877,2.01338295053203e-13
2.669999999999987,2.0477994469442178e-13
2.679999999999987,2.0650679486943271e-13
2.689999999999986,2.0885084151888873e-13
2.6999999999999864,2.1288604661376774e-13
2.709999999999986,2.1592462849599815e-13
2.719999999999986,2.1718837058727118e-13
2.7299999999999858,2.1988720265329709e-13
2.7399999999999856,2.21780610427225e-13
2.7499999999999853,2.2510343355999345e-13
2.7599999999999847,2.2733474925317363e-13
2.769999999999985,2.304402683089756e-13
2.7799999999999847,2.362882540722717e-13
2.7899999999999845,2.3969995998263767e-13
2.7999999999999843,2.442843124553556e-13
2.809999999999984,2.478324426334977e-13
2.819999999999984,2.5280636399550784e-13
2.829999999999984,2.576318937030278e-13
2.8399999999999834,2.6260696988300797e-13
2.849999999999983,2.6751652573831935e-13
2.859999999999983,2.712632705466373e-13
2.869999999999983,2.768157218845343e-13
2.8799999999999826,2.8176065443276026e-13
2.8899999999999824,2.880468876842135e-13
2.899999999999982,2.9253309116740963e-13
2.9099999999999815,2.9868763668588925e-13
2.9199999999999817,3.040364959307969e-13
2.929999999999981,3.103548985379777e-13
2.9399999999999813,3.1640132985086136e-13
2.9499999999999806,3.2268276490485756e-13
2.959999999999981,3.273856256786804e-13
2.9699999999999807,3.335205316654993e-13
2.9799999999999804,3.3763955797111427e-13
2.98999999999998,3.4318222062172845e-13
2.99999999999998,3.4947267350034336e-13
3.00999999999998,3.5588936338022685e-13
3.01999999999998,3.6228644229611626e-13
3.02999999999998,3.6760300824663077e-13
3.039999999999979,3.7431315400257335e-13
3.0499999999999794,3.814552634363943e-13
3.0599999999999787,3.888317410735195e-13
3.0699999999999785,3.9493902343467214e-13
3.0799999999999783,4.0181063420316645e-13
3.089999999999978,4.083465484750448e-13
3.0999999999999774,4.1617847015627957e-13
3.1099999999999777,4.237607847012846e-13
3.119999999999977,4.3159354257534815e-13
3.129999999999977,4.3954266565395974e-13
3.1399999999999766,4.4673101034151807e-13
3.149999999999977,4.550458963760533e-13
3.1599999999999766,4.622631782630953e-13
3.1699999999999764,4.692891187712509e-13
3.179999999999976,4.782284615387607e-13
3.189999999999976,4.869668148113022e-13
3.199999999999976,4.960781602034226e-13
3.2099999999999755,5.049104881248397e-13
3.2199999999999758,5.136367962552404e-13
3.229999999999975,5.227443700448078e-13
3.239999999999975,5.303725961488468e-13
3.2499999999999747,5.392279055218475e-13
3.2599999999999745,5.473026121429599e-13
3.2699999999999743,5.570477838227089e-13
3.279999999999974,5.657719626778737e-13
3.2899999999999734,5.729739164554328e-13
3.2999999999999736,5.822421202528502e-13
3.3099999999999734,5.916022545309596e-13
3.3199999999999728,6.012674349268655e-13
3.329999999999973,6.104110890316956e-13
3.3399999999999728,6.196284301353285e-13
3.349999999999973,6.292196901234041e-13
3.3599999999999723,6.378283453841507e-13
3.369999999999972,6.451626359886313e-13
3.379999999999972,6.527048656255868e-13
3.389999999999972,6.616185559084371e-13
3.3999999999999715,6.696384146070426e-13
3.4099999999999717,6.787559728831921e-13
3.419999999999971,6.872403919292951e-13
3.429999999999971,6.959094805221693e-13
3.43999999999997,7.058166891890612e-13
3.4499999999999704,7.158820681917637e-13
3.45999999999997,7.233353419016008e-13
3.46999999999997,7.319628244079134e-13
3.47999999999997,7.386698170655417e-13
3.4899999999999696,7.471439670852421e-13
3.4999999999999694,7.56493064604251e-13
3.5099999999999687,7.626439306208815e-13
3.519999999999969,7.716043631369388e-13
3.5299999999999687,7.784444307010945e-13
3.5399999999999685,7.877497951115462e-13
3.5499999999999683,7.971139064827598e-13
3.559999999999968,8.03437528708622e-13
3.569999999999968,8.1153691377664e-13
3.579999999999968,8.19047636441522e-13
3.5899999999999674,8.246799999661186e-13
3.5999999999999672,8.342216693556954e-13
3.609999999999967,8.389935931071213e-13
3.6199999999999672,8.448266161047831e-13
3.629999999999967,8.511414305741196e-13
3.6399999999999664,8.594269061870159e-13
3.6499999999999666,8.609970174355361e-13
3.6599999999999655,8.662094368093263e-13
3.6699999999999657,8.706637096069024e-13
3.6799999999999655,8.770870105482461e-13
3.689999999999965,8.803513876298897e-13
3.6999999999999647,8.845908436625943e-13
3.709999999999965,8.873361382023946e-13
3.7199999999999647,8.910664381774244e-13
3.729999999999965,8.941493349899086e-13
3.739999999999964,8.957682545652114e-13
3.749999999999964,8.974141962660739e-13
3.759999999999964,9.001602839352022e-13
3.769999999999964,9.023994641508127e-13
3.7799999999999634,9.063952429891215e-13
3.789999999999963,9.05727101800103e-13
3.7999999999999634,9.047924228142581e-13
3.8099999999999623,9.019431079763528e-13
3.8199999999999625,9.019945179912197e-13
3.8299999999999614,9.0146478058002e-13
3.8399999999999617,9.020553808184163e-13
3.8499999999999615,8.992793341255332e-13
3.8599999999999617,8.966147124728502e-13
3.8699999999999615,8.972451029291863e-13
3.879999999999961,8.946010418309765e-13
3.8899999999999606,8.931495481727293e-13
3.899999999999961,8.897310695077547e-13
3.9099999999999606,8.893315259609333e-13
3.91999999999996,8.857741973759082e-13
3.92999999999996,8.830108696227876e-13
3.93999999999996,8.835056614164826e-13
3.94999999999996,8.804990316144302e-13
3.95999999999996,8.778507269179822e-13
3.9699999999999593,8.754010198485913e-13
3.979999999999959,8.755639706387027e-13
3.9899999999999594,8.728462707268782e-13
3.999999999999959,8.700535289977157e-13
